0,1,2,3,4,5,6,7,8,9,quality
-0.01653375787771349,-0.1757093087311862,-0.14413952494207322,-0.012392781960900788,-0.07522680702180815,-0.05245061404677941,-0.0017696903003569214,0.07653477541817358,-0.038137785772446905,-0.022565466416277394,5.0
-0.23714662188579327,0.22992456937954694,-0.20105141604077584,0.11450780240578175,-0.16170803231835662,-0.043549469325942516,0.032612727749801305,0.032937468896652264,0.010719946651185171,-0.017581983284557238,5.0
0.17772716610722034,0.23807186804864416,0.07923478747730776,-0.12743980771795604,-0.10409814932304898,0.021451420839469666,-0.0647223320075221,0.02258462954040738,-0.004415424220019565,-0.08879157601353806,5.0
-0.058625311896146545,0.33822284793705404,0.13707154472016286,-0.021591502144486175,0.022115135436451463,0.03301191181137283,-0.040321225653023436,0.033980910212607095,0.014013871316635207,-0.01913072400664501,6.0
0.29603864758342274,0.2704573097554477,-0.02861732157452302,-0.006319864605517211,-0.12721912331617535,0.02090775988448053,-0.02352209429843783,0.03407065212087599,0.01863090743240097,-0.09095043280919142,
0.1429084371741256,0.34321945350474076,-0.05460207688628545,-0.06795834786582233,-0.06692281768877942,0.24437871210663778,0.20494299036219094,-0.025306621351073092,0.07568282848001608,-0.1015016769741886,5.0
-0.2934246284990734,-0.021175918102111155,-0.08321155208250176,-0.013937033609071496,0.018846975579057203,-0.0007094421915961842,0.022094660363241456,-0.018033652623786423,-0.01670905618433875,0.031786041388168464,5.0
-0.19040755345047838,0.1571749568381983,0.2570289317456917,0.12803719119936113,-0.16672762609516706,0.07149768019276243,-0.1936076340600282,-0.008565199756339235,0.06987478278711057,-0.062352474610673704,7.0
0.2276928114334522,-0.09352213322654677,0.1522320918547648,-0.06606859130773589,-0.03815044249864128,-0.11733277139209683,-0.06054645318866581,0.03739314312294937,0.03308579923600294,0.0019287458492415516,7.0
-0.014134272468943384,0.21273713274761982,-0.10243979667049269,-0.06003626541616655,0.047585568303872325,-0.030837669585141465,0.06096510360408908,0.031867134823440335,0.0028170886279114274,0.014030214622453208,
0.14908579110905434,-0.06726746985248086,0.0026350551786981044,-0.02459013207156168,-0.24346709164322702,0.06983793844249422,0.025776495215282035,0.08441295418187882,-0.14982733393231978,0.002135616355523297,5.0
-0.3011476583603347,0.36184977958382886,0.13161312210910847,0.039935024797608604,-0.017072618971496444,-0.003971559999033728,0.09842876814163191,-0.04739854053958046,-0.07766712255395551,-0.017610290502677595,5.0
-0.06291863624477183,-0.18358096373484922,0.0365427862734585,-0.016410394673877105,-0.1604864633514804,-0.024317033685792175,0.052686285971693336,0.0825015300884635,-0.1837114919900725,0.05870345792805212,5.0
-0.33561295147834863,0.3443295592982345,0.20439717502634394,-0.012581814194457093,0.20591985208988775,0.06752306632907017,-0.02059330858842233,-0.17040851696025672,0.019113356389709697,0.06667779678712944,
-0.12062702307284474,0.0068500514825979115,-0.04738763703961155,0.07509744875091873,-0.14506410862552732,-0.02251689951883019,-0.04630015051584906,0.11453295590703592,-0.043349145583937765,0.11903290903602151,5.0
-0.01131508408557701,0.5653201857186907,-0.07220853160052094,-0.05008129183890457,0.011258582463352327,-0.02082648894580276,0.02392806073208497,0.04776018422979448,-0.018386123953667396,-0.009178530826894443,5.0
-0.041548272564224636,-0.18683080751625897,0.24762022783016252,-0.12882177825899782,0.11198912600096883,-0.08028377474362001,-0.0633742818999807,-0.06838282102427748,0.07528465804062347,0.006632521913015272,7.0
-0.21294835298925013,-0.16274631044366378,-0.0876815790215013,-0.1650901803440229,0.024601342725894027,-0.04871675234987841,0.01773871153640559,0.04218894658651288,0.012662841978039682,-0.016408490582418663,5.0
-0.34163260948877183,0.061018452085255116,0.10850595073070274,0.15845627426845488,-0.08132949151965187,0.0010830823650544153,-0.14124069327245836,-0.020691833933190826,0.07301498950214069,-0.020347695792483172,4.0
0.2632809640897304,-0.05132422142614299,-0.038596381862995834,-0.005480256385485788,0.015499338105650655,-0.03856403582419502,-0.020515013659255926,0.0011846341010371064,-0.03151205691441189,0.03147116343112352,
-0.29685087686339284,-0.23523963688017763,0.1857221339018181,0.11304313574089389,0.02630261155697338,0.09855652418288642,-0.14915492345866097,-0.08793425345704549,0.024369337960172717,-0.07229061425352108,6.0
-0.37211422374043285,0.11784018451862109,-0.03675755716588972,-0.0693101608884477,0.03915519647355572,0.1176326672501328,0.1753681889690624,-0.17374461950644157,-0.007490437586843503,0.08902836852124622,5.0
-0.372305415891477,0.00329508683446003,-0.08843496948866737,0.16724273813653645,0.01329732600016996,0.04262067878890702,-0.014765224102915349,-0.07827421602226674,0.03077749160929512,-0.0459493041360083,
0.25145220495667253,-0.02149559910934712,-0.041350856548768716,-0.23576359853724632,0.0771408659192631,-0.052208515672282095,0.0362245600115606,-0.04304894838505175,0.048579542389372815,0.022975044671765837,5.0
0.006745171503047576,0.07742401381440671,-0.06627069596997033,-0.038713918082233505,0.2018209910391342,0.038056265154672475,0.05741755766723839,-0.17569159296296225,-0.006407907761727229,0.003142518077998202,6.0
-0.2465105583548042,0.008122008691884801,-0.1736248611575333,0.12861796414991,-0.1133350246223813,0.052187655760677326,-0.03767136063364569,0.03257351705815608,-0.0138696680056906,-0.0033510544925100484,5.0
0.1424829903868391,0.3084442595718746,0.24563786710959679,-0.2587678566101547,0.13311445424951798,-0.02535798930567893,0.059631619074806665,-0.05985889423190929,0.04713312805146602,-0.06567156304885458,5.0
-0.06469910046417374,-0.3727480526205454,0.46215416197207343,0.12084235198972276,-0.026563030908316437,0.05449365161266422,-0.048255054796933004,0.11433951255418832,0.06546758087125377,-0.03407897287014174,5.0
-0.5308750849397585,0.42285727375826404,-0.09366243188536658,0.1008785622995004,-0.03294875979400439,0.01973837212243516,0.05565817366711946,0.028411916015175016,0.003738339422565145,0.014089680528786352,5.0
-0.45342598334332357,0.37458669342448603,-0.09265077469809305,0.15815154695151457,-0.15153692315676437,-0.12654249565389353,0.052492731797775145,0.022512575954858755,0.042511192025183754,0.0247344605271544,6.0
